release_date,track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,mils_of_streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2023-03-03,ýýý98 Braves,Morgan Wallen,1,282,0,56.5333,6,15,0.0,0,0.0,142,D,Major,49,48,67,10,0,26,3
2023-01-20,WANDA,Quevedo,1,888,22,175.3993,11,24,7.0,1,7.0,176,E,Minor,72,96,63,25,0,21,7
2022-05-06,Thought You Should Know,Morgan Wallen,1,968,4,203.2215,16,53,1.0,0,61.0,140,F#,Major,53,51,70,49,0,14,3
2000-10-24,In The End,Linkin Park,1,25065,6,1624.1656,63,0,,2,0.0,105,D#,Minor,55,40,90,1,0,32,6
2022-12-08,Zona De Perigo,Leo Santana,1,531,4,134.2945,20,1,71.0,2,0.0,135,F,Major,81,97,77,75,0,35,3
2022-07-28,Lovezinho,Treyce,1,242,0,70.0697,12,2,13.0,0,4.0,128,E,Minor,82,61,59,30,0,12,4
2022-06-03,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,5281,14,609.2934,94,21,80.0,15,38.0,101,F,Major,74,43,69,12,0,12,7
2022-05-06,Neverita,Bad Bunny,1,2590,30,671.366,20,64,35.0,6,0.0,122,A#,Major,88,43,50,7,0,14,5
2022-09-08,Vista Al Mar,Quevedo,1,1769,34,362.3616,16,19,21.0,3,4.0,105,,Minor,76,49,56,80,12,10,13
2022-12-23,Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,454,4,93.5877,6,1,21.0,0,1.0,83,C#,Major,53,40,36,73,0,11,33
2021-09-03,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,6180,7,1223.4811,122,88,580.0,21,10.0,77,B,Minor,72,59,76,24,0,42,28
2017-08-25,Revenge,XXXTENTACION,1,3600,11,1022.2582,7,0,203.0,0,2.0,140,B,Minor,75,18,25,78,0,11,26
2022-11-03,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,1254,6,263.4533,26,69,73.0,2,6.0,158,C#,Major,65,72,95,31,0,92,5
2019-06-28,LA CANCIï¿½,"J Balvin, Bad Bunny",2,6398,31,1435.1275,177,109,305.0,3,5.0,176,G,Major,75,43,65,15,0,11,32
2022-10-20,Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,660,15,236.8571,19,59,18.0,5,52.0,98,B,Major,73,88,57,56,0,5,2
2023-01-27,Love Again,The Kid Laroi,1,1283,0,147.539,57,4,48.0,0,0.0,107,B,Minor,66,47,40,72,0,11,3
2020-02-19,After Hours,The Weeknd,1,8084,6,698.0861,45,115,218.0,1,221.0,109,F,Minor,66,16,57,10,1,12,3
2022-07-15,About Damn Time,Lizzo,1,2332,2,723.8945,0,0,25.0,0,0.0,109,A#,Minor,84,72,74,10,0,34,7
2023-03-03,Born With A Beer In My Hand,Morgan Wallen,1,203,0,34.451,5,9,0.0,0,0.0,148,,Major,53,61,81,5,0,36,4
2020-05-20,ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,685,14,403.0974,24,94,9.0,0,23.0,158,F#,Minor,60,52,76,17,0,19,5
2022-09-29,Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2460,13,309.484,53,7,56.0,3,1.0,94,F,Minor,74,64,73,6,0,10,6
2022-10-12,Maan Meri Jaan,King,1,288,6,319.5669,11,80,1.0,0,8.0,96,F#,Minor,70,40,51,35,0,10,4
2022-05-06,Moscow Mule,Bad Bunny,1,4572,33,909.002,74,113,85.0,9,2.0,100,F,Minor,80,29,67,29,0,12,3
2021-09-24,My Universe,"Coldplay, BTS",2,6127,13,1061.9665,0,0,0.0,0,0.0,105,A,Major,58,42,68,1,0,14,4
2023-03-03,Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,166,0,32.5269,2,10,0.0,0,0.0,125,,Major,53,32,66,38,0,9,3
2023-01-27,LLYLM,ROSALï¿½,1,1838,0,124.9887,105,41,114.0,1,59.0,170,F#,Minor,56,56,63,13,0,19,27
2023-01-27,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,1890,0,103.7877,86,1,49.0,0,9.0,115,,Major,70,84,90,17,0,41,6
2023-01-27,TRUSTFALL,P!nk,1,2098,16,134.2558,88,24,101.0,7,451.0,122,G#,Major,64,25,89,0,0,15,9
2022-10-17,ANTIFRAGILE,LE SSERAFIM,1,761,12,301.0517,23,95,11.0,0,3.0,105,A#,Minor,88,82,80,8,0,11,8
2022-11-30,Boy's a liar,PinkPantheress,1,1225,0,156.3386,27,0,28.0,13,0.0,133,F,Major,66,74,84,25,0,21,4
2023-01-13,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,415,2,152.8503,15,40,21.0,1,15.0,100,,Major,79,60,68,7,0,26,4
2022-10-28,Shirt,SZA,1,3469,0,309.654,71,95,31.0,0,2.0,120,D#,Minor,82,55,45,15,3,9,10
2022-10-28,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,3311,0,297.329,129,31,212.0,1,41.0,177,A,Major,25,17,30,90,0,13,3
2022-09-22,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2616,0,332.5064,113,17,208.0,0,192.0,142,D,Minor,64,31,72,15,0,9,5
2016-11-04,"Sex, Drugs, Etc.",Beach Weather,1,3006,16,480.507,47,60,87.0,12,124.0,144,E,Minor,57,47,84,1,1,52,4
2019-04-12,Boy With Luv (feat. Halsey),"Halsey, BTS",2,4260,0,1065.5803,113,92,259.0,0,1.0,120,B,Minor,65,80,86,9,0,19,10
2016-09-27,"Hey, Mickey!",Baby Tate,1,482,0,122.7637,9,1,12.0,4,3.0,135,D,Major,92,73,51,55,0,15,6
2022-02-09,Calm Down,Rï¿½ï,1,4013,10,445.7636,107,44,750.0,22,,107,B,Major,81,82,78,38,0,12,4
2022-12-22,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,138,4,1.3652,13,78,2.0,0,0.0,105,G,Major,82,62,74,10,0,33,7
2022-11-25,Escapism. - Sped Up,"RAYE, 070 Shake",2,1368,0,184.3088,12,1,11.0,0,8.0,108,F#,Minor,44,38,77,9,0,9,20
2015-01-01,Space Song,Beach House,1,17852,4,789.7539,69,76,335.0,0,,147,,Minor,51,62,79,22,13,14,3
2022-11-20,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,889,20,323.3588,11,78,35.0,0,21.0,115,,Major,71,34,88,16,0,44,4
2022-04-21,Te Felicito,"Shakira, Rauw Alejandro",2,4796,9,606.3617,124,66,212.0,13,1.0,174,F,Major,70,57,64,23,0,8,32
2023-01-12,Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,658,6,120.9723,33,7,53.0,2,0.0,90,A#,Minor,68,83,71,3,0,31,8
2022-07-21,TV,Billie Eilish,1,3009,2,338.565,68,89,65.0,0,25.0,141,E,Minor,41,9,25,84,1,14,4
2014-01-01,I'm Not The Only One,Sam Smith,1,17492,3,1606.987,136,24,,0,30.0,82,F,Major,68,50,49,56,0,8,4
2020-03-20,Heather,Conan Gray,1,6170,7,1301.7999,82,1,231.0,0,2.0,92,F,Major,47,25,43,62,0,32,3
2022-12-12,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,130,4,140.187,21,79,2.0,0,0.0,116,G#,Minor,77,65,80,6,0,15,4
2017-06-02,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,27705,10,1897.5179,537,122,,6,,124,A,Minor,79,59,86,4,0,8,11
2023-01-27,Sugar Rush Ride,TOMORROW X TOGETHER,1,359,0,107.6428,12,56,13.0,0,13.0,125,A#,Minor,71,83,89,1,0,17,9
2022-08-19,Pink Venom,BLACKPINK,1,1963,16,551.3059,57,119,77.0,1,13.0,90,,Major,80,71,69,2,0,27,10
2022-04-27,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,5491,14,556.5853,128,84,75.0,0,35.0,83,C#,Major,46,34,64,31,0,7,34
2019-10-31,Don't Start Now,Dua Lipa,1,27119,0,2303.034,532,77,,3,8.0,124,B,Minor,79,68,79,1,0,10,8
2014-08-08,After Dark,Mr.Kitty,1,1776,14,646.8869,1,9,3.0,0,0.0,140,G#,Major,58,4,60,7,41,8,3
2022-09-16,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,1473,4,222.6127,27,64,66.0,1,4.0,154,,Major,64,61,91,15,0,72,4
2021-07-23,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,13315,0,1814.3498,300,47,690.0,0,,150,D#,Minor,74,89,70,2,0,5,6
2020-01-10,MIDDLE OF THE NIGHT,Elley Duhï¿,1,4057,8,872.137,78,21,240.0,1,52.0,186,E,Minor,41,9,61,2,0,12,5
2015-04-22,Atlantis,Seafret,1,3045,6,571.3864,43,53,134.0,1,32.0,166,G#,Minor,40,23,48,5,0,12,3
2022-09-22,PUNTO 40,"Baby Rasta, Rauw Alejandro",2,3006,12,304.0798,54,32,66.0,2,0.0,107,,Major,87,20,83,0,4,31,9
2022-09-09,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,852,0,174.0069,14,1,50.0,0,0.0,87,G,Major,87,52,52,31,0,28,24
2022-08-05,How Do I Say Goodbye,Dean Lewis,1,2163,15,284.7858,72,97,58.0,0,154.0,82,G#,Major,40,39,64,21,0,7,7
2022-12-09,Blind,SZA,1,1484,0,163.284,22,51,12.0,0,0.0,114,A,Minor,46,60,28,91,0,21,4
2022-11-04,Die For You,Joji,1,1703,0,246.3901,38,45,36.0,16,0.0,148,G#,Major,47,15,52,38,13,29,5
2022-07-20,Doja,Central Cee,1,4169,44,482.2575,57,44,183.0,1,11.0,140,F#,Major,91,97,57,38,0,40,29
2022-10-03,Gatita,Bellakath,1,1054,0,168.6845,9,0,15.0,0,1.0,101,G,Major,90,76,81,15,24,33,6
2022-01-17,Rumble,"Skrillex, Flowdan, Fred again..",3,2849,0,78.4898,39,45,27.0,0,1.0,140,C#,Minor,81,6,84,5,23,6,6
2022-12-02,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,1602,0,195.5166,12,22,12.0,0,2.0,88,G,Minor,49,24,66,19,0,18,29
2021-06-04,Yonaguni,Bad Bunny,1,9644,28,1260.5945,120,86,164.0,4,0.0,180,C#,Major,64,44,65,28,0,14,12
2022-08-12,Super Freaky Girl,Nicki Minaj,1,4827,0,428.6857,104,17,76.0,9,2.0,133,D,Major,95,91,89,6,0,31,24
1985-09-16,Running Up That Hill (A Deal With God),Kate Bush,1,21811,0,1024.8583,117,1,676.0,3,0.0,108,A#,Minor,63,20,55,72,0,6,6
1973-01-05,Dream On,Aerosmith,1,168,0,838.5868,0,0,5.0,0,0.0,80,F,Minor,39,24,43,39,0,23,3
2022-08-11,Limbo,Freddie Dredd,1,688,0,199.3862,14,1,17.0,0,2.0,75,B,Minor,80,46,62,3,6,11,46
2021-07-30,Where Are You Now,"Lost Frequencies, Calum Scott",2,10565,44,972.5096,238,122,557.0,17,58.0,121,F#,Minor,67,26,64,52,0,17,10
2022-09-28,WORTH NOTHING,"Twisted, Oliver Tree",2,1612,0,213.4386,34,54,34.0,0,2.0,140,D,Minor,58,17,62,18,0,20,8
2020-09-03,Bad Habits,Ed Sheeran,1,12755,8,1555.5111,344,97,945.0,15,,126,B,Minor,81,59,90,5,0,36,3
2022-10-12,KICK BACK,Kenshi Yonezu,1,574,4,210.0388,38,101,26.0,0,0.0,102,C#,Major,58,29,94,0,0,9,11
2022-04-08,Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2499,0,227.9187,70,0,49.0,0,0.0,82,A,Major,70,31,34,60,1,11,4
2020-12-24,Good Days,SZA,1,10426,2,826.6234,133,109,182.0,1,10.0,121,C#,Minor,46,53,78,23,0,72,6
2020-03-27,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,15894,8,1802.5143,198,13,544.0,0,60.0,103,F#,Minor,70,92,83,1,0,7,6
2021-06-25,Woman,Doja Cat,1,9424,0,1329.0901,202,50,463.0,4,,108,F,Minor,82,88,76,9,0,12,9
2022-09-14,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,713,7,181.8311,2,4,6.0,0,0.0,85,F,Minor,65,36,47,31,0,12,10
2022-03-14,Ferrari,"James Hype, Miggy Dela Rosa",2,7758,28,462.7916,173,79,175.0,0,168.0,125,C#,Minor,84,70,69,1,0,5,5
2022-10-21,"You're On Your Own, Kid",Taylor Swift,1,2537,2,348.6472,8,18,20.0,0,1.0,120,D,Major,69,40,39,41,0,13,6
2022-07-17,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,292,6,366.5996,26,98,4.0,0,0.0,94,,Major,58,44,57,57,0,10,3
1930-01-01,Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,323,0,90.5985,4,0,14.0,0,0.0,130,F#,Minor,65,49,80,22,4,7,5
2012-01-01,Payphone,"Maroon 5, Wiz Khalifa",2,14143,4,1479.2645,56,38,,1,,110,E,Major,74,51,74,2,0,29,4
1994-10-28,All I Want for Christmas Is You,Mariah Carey,1,25653,0,1449.7794,387,132,,0,,150,G,Major,34,33,63,16,0,7,4
1984-01-01,Last Christmas,Wham!,1,22153,0,1159.1761,274,111,,0,,107,B,Minor,74,88,65,28,0,46,3
1958-01-01,Rockin' Around The Christmas Tree,Brenda Lee,1,14994,0,769.2135,191,168,206.0,0,,140,G#,Major,70,85,41,71,0,45,5
1957-01-01,Jingle Bell Rock,Bobby Helms,1,10326,0,741.3016,165,99,104.0,0,,119,D,Major,74,78,37,84,0,6,3
2011-10-14,It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,12353,0,807.5619,35,0,549.0,0,0.0,93,E,Major,35,38,23,91,0,29,3
2013-12-13,Santa Tell Me,Ariana Grande,1,9408,0,834.1291,231,106,439.0,0,,133,G,Major,46,53,63,5,0,30,18
1963-10-14,It's the Most Wonderful Time of the Year,Andy Williams,1,8879,0,663.8321,182,107,160.0,0,1.0,202,G,Major,24,76,60,77,0,12,4
1959-11-16,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,6512,0,446.3901,88,1,277.0,0,0.0,134,C#,Major,45,72,24,91,0,18,4
2017-01-01,Snowman,Sia,1,5140,0,690.1048,85,110,500.0,0,,105,C#,Major,72,33,51,48,0,9,3
2013-10-25,Underneath the Tree,Kelly Clarkson,1,6596,0,485.2857,144,99,251.0,0,0.0,160,G#,Major,51,69,81,0,0,21,5
1970-11-01,Feliz Navidad,Josï¿½ï¿½ Felic,1,3788,0,520.0345,21,3,10.0,0,0.0,148,D,Major,50,96,82,47,0,34,4
2011-10-14,Holly Jolly Christmas,Michael Bublï¿,1,7655,0,476.2448,5,0,291.0,0,0.0,151,G,Major,65,70,47,87,0,9,4
2011-01-01,Mistletoe,Justin Bieber,1,9577,0,629.1731,195,111,310.0,0,0.0,162,F#,Minor,67,88,54,51,0,9,4
1963-11-22,Sleigh Ride,The Ronettes,1,10114,0,404.6641,114,74,262.0,0,0.0,92,D,Major,53,84,77,40,0,32,3
2022-12-09,Seek & Destroy,SZA,1,1007,0,98.7093,5,31,1.0,0,0.0,152,C#,Major,65,35,65,44,18,21,7
2022-12-09,Love Language,SZA,1,1127,0,110.8491,16,63,8.0,0,0.0,65,A,Minor,71,55,26,85,0,13,8
1971-12-01,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,10829,0,460.4928,130,1,390.0,0,0.0,147,D,Major,33,39,61,32,0,77,3
2022-12-08,Used (feat. Don Toliver),"SZA, Don Toliver",2,1042,0,94.0058,7,29,3.0,0,0.0,150,A#,Minor,73,71,69,53,0,32,9
1952-01-01,A Holly Jolly Christmas - Single Version,Burl Ives,1,7930,0,395.5914,108,120,73.0,0,0.0,140,,Major,67,81,36,64,0,15,3
1946-11-01,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,11500,0,389.772,140,72,251.0,0,0.0,139,C#,Major,36,22,15,84,0,11,4
1979-11-16,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1685,0,403.9395,1,0,29.0,0,0.0,95,B,Major,75,74,58,36,0,9,3
1984-11-25,Do They Know It's Christmas? - 1984 Version,Band Aid,1,14169,0,481.6974,209,30,449.0,0,0.0,115,,Major,60,23,57,0,2,27,3
2022-12-09,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,1634,0,110.0733,16,20,4.0,0,0.0,125,F#,Major,62,59,43,84,3,11,5
2022-12-09,Special,SZA,1,906,0,88.0923,6,21,3.0,0,0.0,76,,Major,60,19,20,78,0,11,5
1984-01-01,Merry Christmas Everyone,Shakin' Stevens,1,1087,0,351.6368,90,35,5.0,0,0.0,101,C#,Minor,72,91,87,14,0,13,3
1950-01-01,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,10585,0,473.2483,126,108,406.0,0,0.0,143,D,Major,60,86,32,88,0,34,6
2022-12-09,SOS,SZA,1,827,0,73.9813,6,18,1.0,0,0.0,119,G,Minor,51,51,66,67,0,9,23
2022-12-08,Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,1420,4,155.6539,13,87,17.0,0,46.0,78,A,Major,67,22,59,76,1,15,16
1942-01-01,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,11940,0,395.5914,73,79,123.0,0,0.0,96,A,Major,23,19,25,91,0,40,3
1986-01-01,Driving Home for Christmas - 2019 Remaster,Chris Rea,1,888,0,429.5048,50,0,6.0,0,0.0,180,A,Major,51,87,58,36,0,18,4
1963-11-22,Christmas (Baby Please Come Home),Darlene Love,1,9122,0,242.7671,121,58,212.0,0,0.0,126,D#,Major,34,35,76,39,0,8,5
2022-12-09,Gone Girl,SZA,1,892,0,65.3628,3,17,2.0,0,0.0,150,F,Major,43,42,44,57,0,15,6
2022-12-09,F2F,SZA,1,989,0,67.5402,5,9,1.0,0,0.0,90,D,Major,53,47,74,9,0,34,4
2022-12-09,Notice Me,SZA,1,819,0,62.0191,14,22,0.0,0,0.0,160,F,Major,72,78,68,28,0,11,12
2017-11-10,Merry Christmas,"Ed Sheeran, Elton John",2,2209,0,135.7235,72,90,141.0,0,0.0,114,,Major,59,60,94,24,0,10,4
1958-01-01,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,6290,0,295.9985,89,39,158.0,0,0.0,113,G,Major,73,72,32,77,0,15,5
2000-11-07,My Only Wish (This Year),Britney Spears,1,6952,0,261.1169,115,53,286.0,0,0.0,147,,Major,67,69,72,17,0,19,3
2022-11-04,Antidepresan,"Mabel Matiz, Mert Demir",2,313,2,136.6895,10,6,7.0,1,9.0,100,B,Minor,70,92,59,3,0,10,3
2022-12-02,Wild Flower (with youjeen),RM,1,353,2,135.6114,2,74,14.0,0,2.0,155,G#,Major,49,42,77,3,0,12,9
2021-12-03,I Hate U,SZA,1,4094,0,356.7099,66,96,43.0,0,0.0,107,G,Minor,54,41,39,51,0,11,16
2022-12-02,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,880,0,110.65,3,7,10.0,0,0.0,112,G#,Major,80,15,54,9,0,38,5
2022-10-31,SPIT IN MY FACE!,ThxSoMch,1,573,0,301.8699,1,0,18.0,0,24.0,166,C#,Major,70,57,57,9,20,11,7
1959-01-01,Deck The Hall - Remastered 1999,Nat King Cole,1,3299,0,127.0277,65,39,41.0,0,0.0,107,F#,Minor,69,96,36,81,0,8,4
2022-12-09,Smoking on my Ex Pack,SZA,1,811,0,57.1445,6,11,3.0,0,0.0,81,G#,Major,47,33,68,24,0,22,38
2022-12-09,Conceited,SZA,1,899,0,56.8707,2,14,2.0,0,0.0,150,C#,Major,79,77,46,5,0,11,7
2022-10-21,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2415,0,323.4372,33,57,30.0,0,11.0,110,A,Major,66,19,32,69,0,12,4
2022-10-21,Maroon,Taylor Swift,1,2304,0,317.7263,12,16,14.0,0,0.0,108,G,Major,64,4,40,6,0,10,6
2022-09-28,Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,1003,0,116.1443,21,0,44.0,0,0.0,130,E,Minor,89,48,74,30,0,7,36
2022-10-21,Bejeweled,Taylor Swift,1,2699,0,328.2077,39,35,22.0,2,0.0,164,G,Major,70,39,56,6,0,9,7
2022-05-06,Tarot,"Bad Bunny, Jhay Cortez",2,2482,20,608.2286,27,77,22.0,2,0.0,114,B,Minor,80,42,68,2,0,66,4
2005-09-20,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2577,0,180.5775,108,56,30.0,0,0.0,93,F,Major,63,93,88,1,0,12,4
2021-06-25,Desesperados,"Chencho Corleone, Rauw Alejandro",2,6821,34,809.3069,83,58,128.0,7,0.0,90,C#,Minor,87,51,69,36,0,9,8
2022-12-08,Too Late,SZA,1,714,0,49.263,0,9,2.0,0,0.0,128,B,Major,45,35,68,78,0,39,8
2022-05-06,Party,"Bad Bunny, Rauw Alejandro",2,3185,4,614.5551,38,64,37.0,3,36.0,97,A,Major,83,47,80,2,0,24,9
1958-01-01,Run Rudolph Run - Single Version,Chuck Berry,1,8612,0,245.3509,120,30,52.0,0,1.0,152,G,Minor,69,94,71,79,0,7,8
1957-01-01,Jingle Bells - Remastered 1999,Frank Sinatra,1,4326,0,178.6605,32,3,65.0,0,0.0,175,G#,Major,51,94,34,73,0,10,5
2022-12-09,Far,SZA,1,680,0,51.6417,2,15,1.0,0,0.0,116,D,Major,61,48,55,67,0,16,8
2022-12-02,On Time (with John Legend),"John Legend, Metro Boomin",2,398,0,78.1399,2,2,6.0,0,2.0,80,F,Minor,33,51,59,76,0,44,6
2022-08-25,GATï¿½ï¿½,"Maldy, Karol G",2,3328,13,322.3362,39,50,57.0,3,1.0,93,B,Minor,63,34,86,26,0,21,39
2021-08-13,ýýýabcdefu,Gayle,1,7215,0,1007.6124,170,12,575.0,18,,122,E,Major,70,42,54,30,0,37,5
2022-01-07,Sacrifice,The Weeknd,1,4440,0,326.7928,81,77,133.0,0,,122,G,Major,70,91,79,3,0,7,10
2022-01-07,Is There Someone Else?,The Weeknd,1,2881,6,391.2514,13,89,34.0,0,3.0,135,A,Minor,70,60,58,4,0,16,3
2022-01-05,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2235,0,349.5856,65,7,70.0,16,6.0,109,F,Major,60,45,47,62,0,31,5
2022-01-07,Out of Time,The Weeknd,1,3711,0,339.6598,49,88,62.0,0,,93,,Minor,65,82,74,27,0,32,5
2021-08-20,Do It To It,"Cherish, ACRAZE",2,12403,0,674.7729,183,63,465.0,0,11.0,125,B,Minor,85,64,81,2,5,7,9
2021-11-19,We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2785,0,432.72,95,89,44.0,0,,206,,Minor,58,83,45,36,0,11,8
2021-06-24,Pepas,Farruko,1,14114,17,1309.8874,252,109,965.0,20,,130,G,Major,76,44,77,1,0,13,3
2022-01-07,How Do I Make You Love Me?,The Weeknd,1,1915,0,119.2383,7,47,15.0,0,0.0,121,G,Minor,80,62,51,2,0,9,8
2022-01-07,Gasoline,The Weeknd,1,2297,0,116.9036,11,29,14.0,0,0.0,123,F#,Minor,74,35,73,0,0,21,5
2017-06-23,Infinity,Jaymes Young,1,4375,0,888.047,24,0,396.0,0,0.0,122,B,Minor,67,50,67,15,0,30,4
2022-01-07,Less Than Zero,The Weeknd,1,2800,0,200.6609,18,77,61.0,0,1.0,143,,Major,53,50,79,0,0,8,3
2021-08-06,Take My Breath,The Weeknd,1,2597,0,130.6558,17,80,38.0,0,0.0,121,A#,Minor,70,35,77,1,0,26,4
2021-05-14,good 4 u,Olivia Rodrigo,1,15563,6,1887.0396,259,55,461.0,1,,166,F#,Minor,56,68,66,28,0,11,18
2022-01-07,"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,1420,0,88.1038,7,18,7.0,0,0.0,135,C#,Major,41,27,64,36,0,60,3
2022-01-07,Best Friends,The Weeknd,1,1292,0,101.115,3,18,14.0,0,0.0,87,E,Minor,49,49,59,44,0,35,21
2021-04-09,Kiss Me More (feat. SZA),"SZA, Doja Cat",2,15867,0,1575.467,382,65,497.0,0,12.0,111,G#,Major,77,74,66,30,0,13,3
2022-01-07,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,1178,0,91.656,9,10,9.0,0,0.0,110,D,Major,75,85,84,10,0,31,19
2021-06-11,Need To Know,Doja Cat,1,6672,0,1042.5684,125,36,150.0,0,,130,C#,Major,66,19,61,30,0,9,7
2020-09-18,MONTERO (Call Me By Your Name),Lil Nas X,1,12329,0,1735.4418,275,19,738.0,0,,179,G#,Minor,61,76,51,30,0,38,15
2019-07-26,love nwantiti (ah ah ah),Ckay,1,5669,2,726.8379,74,0,262.0,14,,93,F,Minor,74,53,73,61,0,13,4
2022-01-07,Dawn FM,The Weeknd,1,811,0,53.9335,1,8,6.0,0,0.0,78,A,Minor,27,10,49,62,0,49,5
2021-11-19,Surface Pressure,Jessica Darrow,1,1756,0,267.7585,38,48,20.0,0,0.0,180,D,Major,65,37,58,2,0,4,31
2022-01-07,Starry Eyes,The Weeknd,1,1014,0,74.6015,1,17,11.0,0,0.0,86,A,Minor,28,13,41,50,0,19,3
2021-09-17,THATS WHAT I WANT,Lil Nas X,1,7963,0,920.7972,173,7,298.0,0,4.0,88,C#,Minor,74,55,85,1,0,5,22
2021-11-05,One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,4771,0,539.5953,68,18,75.0,0,1.0,97,C#,Major,68,72,78,4,0,7,5
2017-12-08,Beggin,Mï¿½ï¿½ne,1,8559,0,1367.8105,183,64,964.0,9,75.0,134,B,Minor,71,59,80,13,0,36,5
2020-09-21,Mon Amour - Remix,"Aitana, zzoilo",2,3221,2,578.2079,67,13,139.0,0,40.0,116,D,Major,75,36,76,12,0,10,10
2021-10-05,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,3423,26,775.5421,61,65,53.0,6,0.0,170,E,Minor,64,14,70,9,0,9,8
2021-09-10,MONEY,Lisa,1,2566,13,863.6256,44,109,131.0,0,,140,C#,Minor,83,40,55,16,0,14,23
2021-11-04,The Motto,"Tiï¿½ï¿½sto, Ava",2,9151,6,656.0139,240,107,268.0,0,5.0,118,G,Minor,75,46,76,3,0,9,4
2021-07-30,Happier Than Ever,Billie Eilish,1,8476,0,1056.76,138,133,283.0,0,,65,,Major,31,31,24,76,0,14,4
2021-10-22,Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,7495,17,611.9942,114,172,284.0,2,,120,,Minor,56,16,67,0,0,11,4
